央视频道,#genre#
甘肃卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221226626/382482472.smil
甘肃影视,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.152.25.102:8000/udp/239.255.30.250:8231
甘肃都市,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.152.25.102:8000/udp/239.255.30.252:8231
甘肃经济,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.152.25.102:8000/udp/239.255.30.253:8231
黑龙江台,rtsp://10.11.43.21/PLTV/88888912/224/3221226488/10000100000000060000000000873017_0.smil
黑江影视,http://39.134.65.149/PLTV/88888888/224/3221225973/1.m3u8
黑江都市,http://39.134.65.151/PLTV/88888888/224/3221225969/1.m3u8
黑江文体,http://39.134.65.149/PLTV/88888888/224/3221225965/1.m3u8
黑江新闻,http://39.134.65.149/PLTV/88888888/224/3221225967/1.m3u8
黑江公共,http://39.134.65.149/PLTV/88888888/224/3221225994/1.m3u8
河南卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225974/10000100000000060000000000639588_0.smil#http://www.xingyang.net.cn:4000/udp/225.1.4.98:1127#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.191.1.183:8001/udp/226.0.1.201:2064#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://121.16.182.86:4000/udp/239.253.92.137:6144#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://223.244.197.187:4022/udp/238.1.79.65:4632#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://113.111.47.81:4022/udp/239.77.0.17:5146
河南电视,http://www.xingyang.net.cn:4000/udp/225.1.4.55:1084#http://mail.long365.net:4000/udp/225.1.4.55:1084#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://218.29.135.6:4000/udp/225.1.4.55:1084
河南都市,http://www.xingyang.net.cn:4000/udp/225.1.4.52:1081#http://mail.long365.net:4000/udp/225.1.4.52:1081#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://218.29.135.6:4000/udp/225.1.4.52:1081
广西卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225982/10000100000000060000000000639580_0.smil#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.254.54:9000#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.191.1.183:8001/udp/226.0.1.75:2066#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://121.16.182.86:4000/udp/239.253.92.76:8043#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://113.111.47.81:4022/udp/239.77.0.139:5146
广西影视,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.250:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.105.180.73:4000/udp/239.81.0.250:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.38.198.42:4000/udp/239.81.0.250:4056
广西都市,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.247:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.105.180.73:4000/udp/239.81.0.247:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.38.198.42:4000/udp/239.81.0.247:4056
广西公共,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.249:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.105.180.73:4000/udp/239.81.0.249:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.38.198.42:4000/udp/239.81.0.249:4056
广西综艺,http://mrcat.myqnapcloud.com:4022/udp/239.81.0.214:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.105.180.73:4000/udp/239.81.0.214:4056#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://171.38.198.42:4000/udp/239.81.0.214:4056
云南卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225979/10000100000000060000000000639583_0.smil#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.254.60:9000#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://49.64.224.155:7777/udp/239.49.8.227:6000#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://113.111.47.81:4022/udp/239.253.43.37:5146
云南影视,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://112.115.220.135:8989/udp/239.200.200.15:8856
云南都市,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://112.115.220.135:8989/udp/239.200.200.12:8844
云南娱乐,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://112.115.220.135:8989/udp/239.200.200.13:8848
山西卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225965/10000100000000060000000000639597_0.smil#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.185.70.204:8082/udp/226.0.2.152:9128#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.191.1.183:8001/udp/226.0.2.152:9128
山西影视,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.185.70.204:8082/udp/226.0.1.82:2004#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.191.1.183:8001/udp/226.0.1.82:2004#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://221.204.76.116:8001/udp/226.0.1.82:2004
山西公共,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.185.70.204:8082/udp/226.0.2.16:8040#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://183.191.1.183:8001/udp/226.0.2.16:8040#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://221.204.76.116:8001/udp/226.0.2.16:8040
陕西卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225973/10000100000000060000000000639589_0.smil#http://sxhfwf.myqnapcloud.cn:8888/udp/239.111.205.35:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.254.76:9000
陕西都市,http://hor99.supersky.club:8000/udp/239.111.205.42:5140#http://sxhfwf.myqnapcloud.cn:8888/udp/239.111.205.42:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://1.81.45.128:8888/udp/239.111.205.42:5140
陕西新闻,http://hor99.supersky.club:8000/udp/239.111.205.28:5140#http://sxhfwf.myqnapcloud.cn:8888/udp/239.111.205.28:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://1.81.45.128:8888/udp/239.111.205.28:5140
陕西体育,http://hor99.supersky.club:8000/udp/239.111.205.36:5140#http://sxhfwf.myqnapcloud.cn:8888/udp/239.111.205.36:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://1.81.45.128:8888/udp/239.111.205.36:5140
宁夏卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225975/10000100000000060000000000639587_0.smil#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.94:8538

宁夏影视,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.93:8532
宁夏剧场,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.99:8568
宁夏公共,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.97:8556
宁夏经济,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.91:8520
宁夏教育,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.200:9184
银川公共,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.21:8100
银川文体,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.22:8106
银川生活,http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://124.224.83.51:8888/udp/239.121.4.106:8610
青海卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225967/10000100000000060000000000639595_0.smil#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.254.132:9000
西藏卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225958/10000100000000060000000000639598_0.smil
新疆卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225966/10000100000000060000000000639596_0.smil#http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658 
兵团卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221225961/10000100000000060000000000639601_0.smil
山东教育,rtsp://10.11.43.21/PLTV/88888912/224/3221225962/10000100000000060000000000639603_0.smil
动画,rtsp://10.11.43.21/PLTV/88888912/224/3221226063/10000100000000060000000000661886_0.smil
精选,rtsp://10.11.43.21/PLTV/88888912/224/3221226065/10000100000000060000000000661884_0.smil
地理,rtsp://10.11.43.21/PLTV/88888912/224/3221226062/10000100000000060000000000661755_0.smil
足球,rtsp://10.11.43.21/PLTV/88888912/224/3221226071/10000100000000060000000000662167_0.smil
星影,rtsp://10.11.43.21/PLTV/88888912/224/3221226074/10000100000000060000000000662606_0.smil
早教,rtsp://10.11.43.21/PLTV/88888912/224/3221226680/395120477.smil
光影,rtsp://10.11.43.21/PLTV/88888912/224/3221226067/10000100000000060000000000662085_0.smil
墨宝,rtsp://10.11.43.21/PLTV/88888912/224/3221226068/10000100000000060000000000662084_0.smil
美人,rtsp://10.11.43.21/PLTV/88888912/224/3221225809/10000100000000060000000000331301_0.smil
鉴赏,rtsp://10.11.43.21/PLTV/88888912/224/3221226069/10000100000000060000000000662083_0.smil
IPTV3+,rtsp://10.11.43.21/PLTV/88888912/224/3221225940/10000100000000060000000000633029_0.smil
IPTV5+,rtsp://10.11.43.21/PLTV/88888912/224/3221225941/10000100000000060000000000633028_0.smil
IPTV6+,rtsp://10.11.43.21/PLTV/88888912/224/3221225938/10000100000000060000000000633031_0.smil
IPTV8+,rtsp://10.11.43.21/PLTV/88888912/224/3221225942/10000100000000060000000000633027_0.smil
爱上4K,rtsp://10.11.43.21/PLTV/88888912/224/3221226658/395123164.smil
全纪实,rtsp://10.11.43.21/PLTV/88888912/224/3221226059/10000100000000060000000000660271_0.smil
好学生,rtsp://10.11.43.21/PLTV/88888912/224/3221225822/10000100000000060000000000377237_0.smil
爱生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226066/10000100000000060000000000662086_0.smil
IPTV野外,rtsp://10.11.43.21/PLTV/88888912/224/3221225945/10000100000000060000000000633024_0.smil
谍战剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225944/10000100000000060000000000633025_0.smil
城市剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225935/10000100000000060000000000633034_0.smil
古装剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225936/10000100000000060000000000633033_0.smil
音乐现场,rtsp://10.11.43.21/PLTV/88888912/224/3221226060/10000100000000060000000000661732_0.smil
武侠剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225934/10000100000000060000000000633035_0.smil
动作影院,rtsp://10.11.43.21/PLTV/88888912/224/3221226073/10000100000000060000000000662607_0.smil
军旅剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225937/10000100000000060000000000633032_0.smil
金鹰卡通,rtsp://10.11.43.21/PLTV/88888912/224/3221225959/10000100000000060000000000639600_0.smil
动漫秀场,rtsp://10.11.43.21/PLTV/88888912/224/3221226051/10000100000000060000000000660108_0.smil
少儿动画,rtsp://10.11.43.21/PLTV/88888912/224/3221225939/10000100000000060000000000633030_0.smil
卡酷少儿,rtsp://10.11.43.21/PLTV/88888912/224/3221225960/10000100000000060000000000639599_0.smil
嘉佳卡通,rtsp://10.11.43.21/PLTV/88888912/224/3221226704/394902423.smil
都市剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225957/10000100000000060000000000633039_0.smil
七彩戏剧,rtsp://10.11.43.21/PLTV/88888912/224/3221226054/10000100000000060000000000660228_0.smil
极速汽车,rtsp://10.11.43.21/PLTV/88888912/224/3221226056/10000100000000060000000000660251_0.smil
金色频道,rtsp://10.11.43.21/PLTV/88888912/224/3221226061/10000100000000060000000000661731_0.smil
喜剧影院,rtsp://10.11.43.21/PLTV/88888912/224/3221226070/10000100000000060000000000662147_0.smil
家庭影院,rtsp://10.11.43.21/PLTV/88888912/224/3221226072/10000100000000060000000000662608_0.smil
魅力时尚,rtsp://10.11.43.21/PLTV/88888912/224/3221226047/10000100000000060000000000660092_0.smil
游戏风云,rtsp://10.11.43.21/PLTV/88888912/224/3221226053/10000100000000060000000000660229_0.smil
东方财经,rtsp://10.11.43.21/PLTV/88888912/224/3221226057/10000100000000060000000000660273_0.smil
收视指南,rtsp://10.11.43.21/PLTV/88888912/224/3221226076/10000100000000060000000000662621_0.smil
热播剧场,rtsp://10.11.43.21/PLTV/88888912/224/3221225956/10000100000000060000000000633040_0.smil
IPTV法治,rtsp://10.11.43.21/PLTV/88888912/224/3221226075/10000100000000060000000000662622_0.smil
经典电影,rtsp://10.11.43.21/PLTV/88888912/224/3221226049/10000100000000060000000000660101_0.smil
金鹰纪实,rtsp://10.11.43.21/PLTV/88888912/224/3221226506/10000100000000060000000001119245_0.smil
纪实人文,rtsp://10.11.43.21/PLTV/88888912/224/3221226489/10000100000000060000000001119244_0.smil
冬奥纪实,rtsp://10.11.43.21/PLTV/88888912/224/3221226512/10000100000000060000000001119242_0.smil
IPTV5+高清,rtsp://10.11.43.21/PLTV/88888912/224/3221226048/10000100000000060000000000660091_0.smil
IPTV相声小品,rtsp://10.11.43.21/PLTV/88888912/224/3221226052/10000100000000060000000000660107_0.smil
省内频道,#genre#
内蒙卫视,rtsp://10.11.43.21/PLTV/88888912/224/3221226078/10000100000000060000000000662786_0.smil
经济生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226113/10000100000000060000000000784886_0.smil
文体娱乐,rtsp://10.11.43.21/PLTV/88888912/224/3221226111/10000100000000060000000000784888_0.smil
农牧频道,rtsp://10.11.43.21/PLTV/88888912/224/3221226112/10000100000000060000000000784887_0.smil
新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226109/10000100000000060000000000784890_0.smil
少儿频道,rtsp://10.11.43.21/PLTV/88888912/224/3221226108/10000100000000060000000000784891_0.smil
乌海都市生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226612/10000100000000060000000001126202_0.smil
乌海新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226598/10000100000000060000000001126203_0.smil
呼市影视娱乐,rtsp://10.11.43.21/PLTV/88888912/224/3221226594/10000100000000060000000001126199_0.smil
呼市都市生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226587/10000100000000060000000001126205_0.smil
呼市新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226585/10000100000000060000000001126204_0.smil
包头新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226577/10000100000000060000000001125938_0.smil
包头生活服务,rtsp://10.11.43.21/PLTV/88888912/224/3221226600/10000100000000060000000001125937_0.smil
包头经济高清,rtsp://10.11.43.21/PLTV/88888912/224/3221226100/10000100000000060000000000753859_0.smil
鄂尔多斯新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226624/10000100000000060000000001126373_0.smil
鄂尔多斯经济服务,rtsp://10.11.43.21/PLTV/88888912/224/3221226591/10000100000000060000000001126372_0.smil
鄂尔多斯城市生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226628/10000100000000060000000001126371_0.smil
呼伦贝尔新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226590/10000100000000060000000001125948_0.smil
呼伦贝尔生活资讯,rtsp://10.11.43.21/PLTV/88888912/224/3221226581/10000100000000060000000001126189_0.smil
呼伦贝尔文化旅游,rtsp://10.11.43.21/PLTV/88888912/224/3221226575/10000100000000060000000001125947_0.smil
巴彦淖尔新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226616/10000100000000060000000001126285_0.smil
巴彦淖尔影视娱乐,rtsp://10.11.43.21/PLTV/88888912/224/3221226620/10000100000000060000000001126283_0.smil
巴彦淖尔经济生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226589/10000100000000060000000001126284_0.smil
赤峰新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226597/10000100000000060000000001126727_0.smil
赤峰影视娱乐,rtsp://10.11.43.21/PLTV/88888912/224/3221226601/10000100000000060000000001126725_0.smil
赤峰经济服务,rtsp://10.11.43.21/PLTV/88888912/224/3221226602/10000100000000060000000001126726_0.smil
乌盟经济生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226579/10000100000000060000000001126187_0.smil#http://pluslive.wrbtv.cn/wrbtv1/playlist.m3u8
乌盟新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226608/10000100000000060000000001126186_0.smil#http://pluslive.wrbtv.cn/xwzh/playlist.m3u8
乌盟生活频道,http://pluslive.wrbtv.cn/wrbtv3/playlist.m3u8
通辽新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226636/10000100000000060000000001126450_0.smil
通辽城市服务,rtsp://10.11.43.21/PLTV/88888912/224/3221226632/10000100000000060000000001126452_0.smil
兴安新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226605/10000100000000060000000001126810_0.smil
兴安文化旅游,rtsp://10.11.43.21/PLTV/88888912/224/3221226644/10000100000000060000000001126809_0.smil
兴安影视娱乐,rtsp://10.11.43.21/PLTV/88888912/224/3221226606/10000100000000060000000001126808_0.smil
阿拉善新闻综合,rtsp://10.11.43.21/PLTV/88888912/224/3221226573/10000100000000060000000001125899_0.smil
阿拉善经济生活,rtsp://10.11.43.21/PLTV/88888912/224/3221226596/10000100000000060000000001125862_0.smil
数字频道1,#genre#
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8#http://fengyeos.f3322.org:8000/udp/239.33.2.210:22100#http://sxhfwf.myqnapcloud.cn:8888/udp/239.112.205.205:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.30.114.122:8800/udp/239.37.0.188:5540#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://1.83.127.227:4000/udp/239.112.205.205:5140#http://wh.re168.com:8089/udp/239.69.1.243:11100#http://www.xingyang.net.cn:4000/udp/225.1.4.209:1262#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.245.241:1234#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://113.56.94.140:8889/udp/228.0.0.211:6108#http://z2y7668013.qicp.vip:8888/udp/239.253.242.152:8000#http://www.xuweihome.vip:2222/udp/239.253.248.152:8000#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://112.233.167.39:4000/udp/239.253.238.152:8000
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8#http://fengyeos.f3322.org:8000/udp/239.33.2.207:22070#http://sxhfwf.myqnapcloud.cn:8888/udp/239.112.205.207:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.30.114.122:8800/udp/239.37.0.186:5540#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://1.83.127.227:4000/udp/239.112.205.207:5140#http://wh.re168.com:8089/udp/239.69.1.242:11094#http://www.xingyang.net.cn:4000/udp/225.1.4.208:1261#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.245.243:1234#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://113.56.94.140:8889/udp/228.0.0.212:6108#http://z2y7668013.qicp.vip:8888/udp/239.253.242.153:8000#http://www.xuweihome.vip:2222/udp/239.253.248.153:8000#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://112.233.167.39:4000/udp/239.253.238.153:8000
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8#http://fengyeos.f3322.org:8000/udp/239.33.2.209:22090#http://sxhfwf.myqnapcloud.cn:8888/udp/239.112.205.206:5140#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.30.114.122:8800/udp/239.37.0.187:5540#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://1.83.127.227:4000/udp/239.112.205.206:5140#http://wh.re168.com:8089/udp/239.69.1.241:11088#http://www.xingyang.net.cn:4000/udp/225.1.4.207:1260#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://175.11.195.78:7000/udp/239.76.245.242:1234#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://113.56.94.140:8889/udp/228.0.0.233:6108#http://z2y7668013.qicp.vip:8888/udp/239.253.242.154:8000#http://www.xuweihome.vip:2222/udp/239.253.248.154:8000#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://112.233.167.39:4000/udp/239.253.238.154:8000
IPTV-超高清,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8#http://wangyeye.iok.la:4022/udp/239.3.1.249:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://114.243.108.114:4022/udp/239.3.1.249:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://111.193.229.227:9999/udp/239.3.1.249:8001
IPTV-淘电影,http://39.134.135.81/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/index.m3u8?servicetype=1&icpid=88888888&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=OMDVq6b4lEslJm1UnEjrD67bT%2BdBi%2FstmegbNVdYPJSeBmMWSNPD7Wrrjb2ZDi7Um5UxWiZupPnRfM4wLeS74RrZe%2BRE99EyWRk%2B%2Fh2ZwKeBjD%2BfZ9Mz5UmtqpVNJkd9dPTPolsaS4II0YdOjxvNng%3D%3D%3A20201004145232%2C60D21CCCB8A5%2C112.64.2.198%2C20201004145232%2C10000100000000050000000003887498%2CA23CC1CD0AC72C120DCED3BED1AC1863%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C17%2C%2C2%2CEND#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8#http://wangyeye.iok.la:4022/udp/239.3.1.250:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://114.243.108.114:4022/udp/239.3.1.250:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://111.193.229.227:9999/udp/239.3.1.250:8001
IPTV-淘BABY,http://39.134.134.89/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOBGhARyizMEPlAOe9nM1b5Q%3D%3D%3A20211105223205%2C10000100000000050000000003887496%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8#http://wangyeye.iok.la:4022/udp/239.3.1.238:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://114.243.108.114:4022/udp/239.3.1.238:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://111.193.229.227:9999/udp/239.3.1.238:8001
IPTV-淘剧场,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOatI%2F3LD77f6VT%2BVI0tODRw%3D%3D%3A20211105223205%2C10000100000000050000000003887497%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8#http://wangyeye.iok.la:4022/udp/239.3.1.95:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://114.243.108.114:4022/udp/239.3.1.95:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://111.193.229.227:9999/udp/239.3.1.95:8001
IPTV-淘娱乐,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOtChdQBj46BMs%2FmbjOB0PZw%3D%3D%3A20211105223205%2C10000100000000050000000003887499%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://114.243.108.114:4022/udp/239.3.1.100:8001#http://zb.688768.xyz/zubo/z.php?member=kikihdcn72&playurl=http://111.193.229.227:9999/udp/239.3.1.100:8001
IPTV黑莓电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225927/1.m3u8#http://39.135.134.194:6610/PLTV/88888888/224/3221225743/1/index.m3u8?fmt=ts2hls
穿越火线职业赛,http://akm-tct.douyucdn.cn/live/605964rzzgGEOZHr.xs#https://cn-nmghhht-cu-live-03.bilivideo.com/live-bvc/376116/live_474595618_33378142.m3u8
绝地求生职业赛,http://epg.112114.xyz/douyu/276685#http://zzy789.xyz/douyu1.php?id=276685
英雄联盟职业赛,http://epg.112114.xyz/douyu/288016#http://zzy789.xyz/douyu1.php?id=288016
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://39.137.67.167:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225948/index.m3u8?IAS
